[µs]	Sample
70697	0
70707	1
70723	0
70733	1
70749	0
70759	1
70802	0
70813	1
70828	0
70838	1
70853	0
71284	1
71299	0
71310	1
71325	0
71335	1
71352	0
71362	1
71378	0
71388	1
71405	0
71426	1
71430	0
71441	1
71456	0
71467	1
71482	0
71494	1
71509	0
71520	1
71535	0
71560	1
71562	0
71572	1
71587	0
71598	1
71613	0
71625	1
71640	0
71651	1
71666	0
71677	1
71692	0
72148	1
72164	0
72174	1
72190	0
72200	1
72217	0
72227	1
72243	0
72253	1
72269	0
72279	1
72296	0
72306	1
72322	0
72332	1
72347	0
72358	1
72373	0
72385	1
72400	0
72411	1
72426	0
72437	1
72452	0
72464	1
72479	0
72490	1
72505	0
72516	1
72531	0
72960	1
72977	0
72987	1
73003	0
73013	1
73029	0
73039	1
73056	0
73066	1
73082	0
73092	1
73108	0
73118	1
73133	0
73145	1
73160	0
73171	1
73186	0
73197	1
73212	0
73224	1
73239	0
73250	1
73265	0
73275	1
73291	0
73301	1
73317	0
73328	1
73344	0
73354	1
73370	0
73799	1
73816	0
73826	1
73842	0
73852	1
73867	0
73878	1
73893	0
73905	1
73920	0
73931	1
73946	0
73957	1
73972	0
73984	1
73999	0
74010	1
74025	0
74035	1
74051	0
74061	1
74078	0
74088	1
74104	0
74114	1
74130	0
74140	1
74156	0
74166	1
74182	0
74193	1
74208	0
74638	1
74654	0
74665	1
74680	0
74691	1
74706	0
74717	1
74733	0
74769	1
74785	0
74796	1
74811	0
74822	1
74837	0
74848	1
74891	0
74900	1
74915	0
74927	1
74942	0
74953	1
74968	0
74979	1
74994	0
75006	1
75021	0
75032	1
75047	0
76316	1
76331	0
76342	1
76357	0
76369	1
76384	0
76394	1
76410	0
76420	1
76436	0
76446	1
76462	0
76472	1
76489	0
76499	1
76515	0
76525	1
76541	0
76551	1
76566	0
76578	1
76593	0
76604	1
76619	0
76630	1
76645	0
76657	1
76672	0
76683	1
76698	0
76709	1
76724	0
77993	1
78008	0
78019	1
78035	0
78046	1
78061	0
78071	1
78087	0
78097	1
78113	0
78123	1
78139	0
78149	1
78166	0
78176	1
78192	0
78202	1
78218	0
78228	1
78245	0
78255	1
78271	0
78281	1
78297	0
78307	1
78322	0
78334	1
78349	0
78360	1
78375	0
78386	1
78401	0
78831	1
78848	0
78858	1
78873	0
78884	1
78899	0
78910	1
78925	0
78937	1
78952	0
78963	1
78978	0
78989	1
79004	0
79015	1
79030	0
79041	1
79057	0
79067	1
79083	0
79093	1
79109	0
79119	1
79136	0
79146	1
79162	0
79172	1
79188	0
79198	1
79215	0
79225	1
79240	0
79670	1
79686	0
79696	1
79712	0
79722	1
79739	0
79749	1
79764	0
79775	1
79790	0
79801	1
79816	0
79828	1
79843	0
79854	1
79869	0
79880	1
79895	0
79905	1
79922	0
79932	1
79948	0
79958	1
79974	0
79984	1
80001	0
80011	1
80027	0
80044	1
80052	0
80063	1
80079	0
80508	1
80525	0
80535	1
80551	0
80561	1
80576	0
80588	1
80603	0
80614	1
80629	0
80639	1
80656	0
80666	1
80682	0
80692	1
80708	0
80719	1
80734	0
80744	1
80761	0
80771	1
80786	0
80797	1
80813	0
80823	1
80839	0
80849	1
80865	0
80875	1
80892	0
80902	1
80918	0
81361	1
81364	0
81373	1
81390	0
81400	1
81415	0
81426	1
81441	0
81452	1
81468	0
81478	1
81495	0
81505	1
81520	0
81531	1
81546	0
81557	1
81572	0
81584	1
81599	0
81610	1
81625	0
81636	1
81651	0
81661	1
81678	0
81688	1
81704	0
81714	1
81730	0
81740	1
81756	0
82186	1
82202	0
82212	1
82228	0
82238	1
82254	0
82264	1
82281	0
82291	1
82307	0
82317	1
82333	0
82343	1
82358	0
82370	1
82385	0
82396	1
82411	0
82422	1
82437	0
82448	1
82464	0
82475	1
82490	0
82500	1
82516	0
82526	1
82542	0
82552	1
82569	0
82579	1
82595	0
83025	1
83040	0
83050	1
83067	0
83077	1
83093	0
83103	1
83119	0
83129	1
83145	0
83155	1
83172	0
83182	1
83198	0
83208	1
83223	0
83234	1
83249	0
83261	1
83276	0
83287	1
83302	0
83313	1
83328	0
83340	1
83355	0
83366	1
83381	0
83391	1
83407	0
83418	1
83433	0
83863	1
83879	0
83889	1
83905	0
83916	1
83932	0
83942	1
83958	0
83974	1
83983	0
83994	1
84010	0
84021	1
84036	0
84047	1
84062	0
84073	1
84089	0
84099	1
84115	0
84125	1
84141	0
84151	1
84167	0
84177	1
84194	0
84204	1
84220	0
84230	1
84246	0
84256	1
84273	0
84702	1
84717	0
84728	1
84743	0
84755	1
84770	0
84781	1
84796	0
84807	1
84822	0
84832	1
84849	0
84859	1
84901	0
84911	1
84928	0
84938	1
84954	0
84964	1
84980	0
84990	1
85006	0
85016	1
85031	0
85043	1
85058	0
85069	1
85084	0
85095	1
85110	0
86380	1
86395	0
86405	1
86421	0
86431	1
86447	0
86457	1
86474	0
86484	1
86500	0
86510	1
86526	0
86536	1
86553	0
86563	1
86579	0
